CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-8521-46,01-317,GUATEMALA,GUATEMALA,liceo montecarlo,4a avenida 2-28,22519453,Mariano Domingo Estrada Teletor,Yomara Donineli Maldonado Quiroa,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8523-46,01-305,GUATEMALA,GUATEMALA,liceo montecarlo,4a avenida 2-28,22212089,Isis Irazema Canel Palma,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8524-46,01-303,GUATEMALA,GUATEMALA,colegio tecnologico empresarial,11av 9-12 zona 1,22205485,Claudia Patricia Ruiz Casasola De Estrada,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8526-46,01-403,GUATEMALA,GUATEMALA,liceo montecarlo,5ta avenida 4-65 zona 1,232-1011 y 251-6422,Carlos Humberto Gonzalez De Leon,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8533-46,01-403,GUATEMALA,GUATEMALA,liceo montecarlo,4a avenida 2-28,45336574,Carlos Humberto Gonzalez De Leon,Yomara Donineli Maldonado Quiroa,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8535-46,01-403,GUATEMALA,GUATEMALA,liceo montecarlo,4a avenida 2-28,45336574,Carlos Humberto Gonzalez De Leon,Yomara Donineli Maldonado Quiroa,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8559-46,01-401,GUATEMALA,GUATEMALA,instituto tecnologico de centro america,11 calle 11-28 zona 1,22320202,Ixmucane Aldana Villavicencio,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8560-46,01-317,GUATEMALA,GUATEMALA,instituto tecnologico de centroamerica por madurez,11 calle 11-28 zona 1,22320202,Mariano Domingo Estrada Teletor, ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8597-46,01-403,GUATEMALA,GUATEMALA,escuela tecnica superior alinari por madurez,5a calle 5-61,22204272,Carlos Humberto Gonzalez De Leon, ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8599-46,01-301,GUATEMALA,GUATEMALA,colegio mixto indo latino,4ta avenida 13-35,22380338,Erick Estuardo Sanchez Archila,Sonia Estela Ramirez Morales,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8618-46,01-317,GUATEMALA,GUATEMALA,instituto particular para senoritas nuestra senora del carmen,11 av 3-17,22320696,Mariano Domingo Estrada Teletor,Maria Del Carmen Turcios Del Pozo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8645-46,01-627,GUATEMALA,GUATEMALA,colegio mixto bilingue en computacion behula,7a av 4-35,22532477,Isaura Amparo Recinos Carrillo,Jacob Josue Juarez Orozco,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8652-46,01-000,GUATEMALA,GUATEMALA,instituto tecnologico de centro america,11 calle 11-28 zona 1,22320202,Maria Felicita Roque Carrera,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8673-46,01-403,GUATEMALA,GUATEMALA,colegio bilingue especializado en computacion yulimaypc por madurez,12 calle 4-17,22091400,Carlos Humberto Gonzalez De Leon,Obduver Ubaldo Domingo Castanon,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8679-46,01-000,GUATEMALA,GUATEMALA,coelgio bilingue especializado en computacion yulimay pc por madurez,4a avenida 12-39,23241492,Maria Felicita Roque Carrera,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DOMINICAL,GUATEMALA NORTE
00-01-8685-46,01-403,GUATEMALA,GUATEMALA,colegio de computacion y sistemas electronicos,9av 12-73,22510252,Carlos Humberto Gonzalez De Leon,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8709-46,01-305,GUATEMALA,GUATEMALA,liceo juventud xxi,4ta calle a 1-37,22325917,Isis Irazema Canel Palma, ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8736-46,01-401,GUATEMALA,GUATEMALA,colegio proyecto educativo futurista,12 calle a 14-56,54956612,Ixmucane Aldana Villavicencio,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8744-46,01-401,GUATEMALA,GUATEMALA,liceo integral femenino,2a av 5-34,22326602,Ixmucane Aldana Villavicencio, ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8791-46,01-301,GUATEMALA,GUATEMALA,colegio tecnico el porvenir,6a av 1-34,56925504,Erick Estuardo Sanchez Archila,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8810-46,01-305,GUATEMALA,GUATEMALA,colegio kepler,2a av 15-25,22208366,Isis Irazema Canel Palma,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8812-46,01-627,GUATEMALA,GUATEMALA,colegio kepler,2a av 15-25,22208366,Isaura Amparo Recinos Carrillo,Manuel Francisco Ruano Iriarte,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8813-46,01-627,GUATEMALA,GUATEMALA,colegio kepler,2a av 15-25,22519040,Isaura Amparo Recinos Carrillo,Manuel Francisco Ruano Iriarte,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8815-46,01-401,GUATEMALA,GUATEMALA,instituto mixto particular coactemalan,11 calle 10-48,22327383,Ixmucane Aldana Villavicencio,,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8838-46,01-307,GUATEMALA,GUATEMALA,liceo regiomontano,9a calle 2-64,22536762,Norma Aracely Palomo Franco De Diaz,Telma Elizabeth Barrios Yantuche,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8839-46,01-307,GUATEMALA,GUATEMALA,liceo regiomontano,9a calle 2-64,22202670,Norma Aracely Palomo Franco De Diaz,Nery Eduardo Maldonado Ruiz,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8842-46,01-403,GUATEMALA,GUATEMALA,liceo regiomontano,9a calle 2-64,22202670,Carlos Humberto Gonzalez De Leon,Vivian Lizbet Morales Giron,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8844-46,01-307,GUATEMALA,GUATEMALA,centro educativo montenevado,3a av 10-29,22537097,Norma Aracely Palomo Franco De Diaz,Silvia Marleni Alvarado Guardado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8845-46,01-307,GUATEMALA,GUATEMALA,centro educativo montenevado,3a av 10-29,22537097,Norma Aracely Palomo Franco De Diaz,Silvia Marleni Alvarado Guardado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8868-46,01-402,GUATEMALA,GUATEMALA,instituto guatemalteco espa,2a calle 6-77,22206556,Carlos Humberto Gonzalez De Leon,,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-8875-46,01-303,GUATEMALA,GUATEMALA,instituto y academia guatemala comercial,4a avenida 9-65,22534814,Claudia Patricia Ruiz Casasola De Estrada, ,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8891-46,01-402,GUATEMALA,GUATEMALA,liceo aplicado en computacion,2acalle 6-77,22206556,Carlos Humberto Gonzalez De Leon, ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8931-46,01-317,GUATEMALA,GUATEMALA,liceo mixto en computacion montelimar,10 av 11-27,22380684,Mariano Domingo Estrada Teletor,Guillermo Castillo,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8932-46,01-317,GUATEMALA,GUATEMALA,liceo mixto en computacion montelimar,10 av 11-27,22517687,Mariano Domingo Estrada Teletor,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8935-46,01-627,GUATEMALA,GUATEMALA,liceo mixto en computacion montelimar,10 av 11-27,22517687,Isaura Amparo Recinos Carrillo,Guillermo Castillo,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8936-46,01-317,GUATEMALA,GUATEMALA,liceo mixto en computacion montelimar,10 av 11-27 zona 1,22517687,Mariano Domingo Estrada Teletor,Lesly Lorena Solares Anzueto,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8938-46,01-403,GUATEMALA,GUATEMALA,liceo canadiense,11 calle 1-53,23750055,Carlos Humberto Gonzalez De Leon,Ada Lucrecia Mijangos Teo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8969-46,01-312,GUATEMALA,GUATEMALA,liceo juan mantovani,12 calle 2-45,22519398,Amado Salomon Flores Perez,Ingrid Lissette Martinez Maldonado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8971-46,01-403,GUATEMALA,GUATEMALA,liceo juan mantovani,12 calle 2-45,22519398,Carlos Humberto Gonzalez De Leon,Ingrid Lissette Martinez Maldonado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8974-46,01-627,GUATEMALA,GUATEMALA,colegio mixto bilingue en computacion behula,7a avenida 4-35,22532477,Isaura Amparo Recinos Carrillo,Jacob Josue Juarez Orozco,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8977-46,01-627,GUATEMALA,GUATEMALA,colegio salva terra por madurez,2a avenida 14-60,22534347,Isaura Amparo Recinos Carrillo,Magda Raquel Recinos Barahona,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8981-46,01-312,GUATEMALA,GUATEMALA,colegio integrado de computacion la asuncion,9a calle 1-60,22539506,Amado Salomon Flores Perez,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-8983-46,01-403,GUATEMALA,GUATEMALA,colegio integrado de computacion la asuncion,9a calle 1-60,22539506,Carlos Humberto Gonzalez De Leon,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8984-46,01-403,GUATEMALA,GUATEMALA,instituto rafael landivar,8a calle 12-46,22516035,Carlos Humberto Gonzalez De Leon,Armando Roderico Sosa Estrada,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-8999-46,01-312,GUATEMALA,GUATEMALA,colegio activo bilingue,3a avenida 11-53,22380831,Amado Salomon Flores Perez,Liliana Maria Cruz Armijo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9021-46,01-318,GUATEMALA,GUATEMALA,instituto tecnologico digitales comerciales,12av 13-25,22322306,Leslie Azucena Monzon Tecun,Evelyn Noelia Manzo Salazar,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9027-46,01-403,GUATEMALA,GUATEMALA,liceo tecnologico metropolitano de guatemala,5a avenida 3-55,22327022,Carlos Humberto Gonzalez De Leon,Fredy Amilcar Cruz,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9035-46,01-316,GUATEMALA,GUATEMALA,liceo de computacion siglo 21,12 av 13-67,22513852,Carlos Humberto Gonzalez De Leon,Jesus Eduardo Argueta Escobedo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9037-46,01-403,GUATEMALA,GUATEMALA,liceo de computacion siglo 21,12 avenida 13-67,22513852,Carlos Humberto Gonzalez De Leon,Jesus Eduardo Argueta Escobedo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
00-01-9045-46,01-403,GUATEMALA,GUATEMALA,instituto tecnologico digitales comerciales,12 avenida 13-25,55947297,Carlos Humberto Gonzalez De Leon,Evelyn Noelia Manzo Salazar,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9047-46,01-403,GUATEMALA,GUATEMALA,instituto tecnologico digitales comerciales,12 avenida 13-25,22322306,Carlos Humberto Gonzalez De Leon,Evelyn Noelia Manzo Salazar,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9057-46,01-305,GUATEMALA,GUATEMALA,colegio tecnico comercial nahuala,3a avenida 13-23,22329664,Isis Irazema Canel Palma,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9077-46,01-316,GUATEMALA,GUATEMALA,colegio santa margarita,8a calle 0-41 zona 1,25160342,Carlos Humberto Gonzalez De Leon,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9088-46,01-403,GUATEMALA,GUATEMALA,liceo mixto en computacion ixchel,5a avenida 3-79,23164224,Carlos Humberto Gonzalez De Leon,Hector Arnulfo Castellanos,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9116-46,01-627,GUATEMALA,GUATEMALA,centro educativo mixto montenevado,3a avenida 10-29,22537097,Isaura Amparo Recinos Carrillo,Silvia Marleni Alvarado Guardado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9168-46,01-317,GUATEMALA,GUATEMALA,colegio tecnico industrial luis cardoza y aragon,5a calle 1-36,22323410,Mariano Domingo Estrada Teletor,Aura Elicia Cartagena Monroy,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9170-46,01-403,GUATEMALA,GUATEMALA,colegio valverde,5a calle 5-14,22093200,Carlos Humberto Gonzalez De Leon,Leslie Rocksanda Chong Varela,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9172-46,01-318,GUATEMALA,GUATEMALA,colegio valverde,5a calle 5-14,22093200,Leslie Azucena Monzon Tecun,Leslie Rocksanda Chong Varela,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9173-46,01-318,GUATEMALA,GUATEMALA,colegio valverde,5a avenida 5-39,22303636,Leslie Azucena Monzon Tecun,Leslie Rocksanda Chong Varela,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9179-46,01-312,GUATEMALA,GUATEMALA,liceo en computacion de la roca,9a calle 3-19,22537837,Amado Salomon Flores Perez,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9187-46,01-403,GUATEMALA,GUATEMALA,liceo profesional de informatica y tecnologia,9a calle 0-39,52331784,Carlos Humberto Gonzalez De Leon,Manuel De Jesus Juarez Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9192-46,01-627,GUATEMALA,GUATEMALA,liceo mixto en computacion montelimar,10 avenida 11-27,22517687,Isaura Amparo Recinos Carrillo,Lesly Lorena Solares Anzueto,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9195-46,01-307,GUATEMALA,GUATEMALA,liceo en computacion del valle,10 av 10-72,22201783,Norma Aracely Palomo Franco De Diaz,,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9197-46,01-401,GUATEMALA,GUATEMALA,liceo en computacion del valle,10 av 10-72,22201783,Ixmucane Aldana Villavicencio,,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9198-46,01-401,GUATEMALA,GUATEMALA,liceo en computacion del valle,10 av 10-72,22201783,Ixmucane Aldana Villavicencio,,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9208-46,01-312,GUATEMALA,GUATEMALA,liceo de informatica y ciencias comerciales,4a avenida 17-55,22321726,Amado Salomon Flores Perez,Francisco Gustavo Guevara Parada,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9223-46,01-403,GUATEMALA,GUATEMALA,colegio mixto en computacion imanol,10av 1-22,22201030,Carlos Humberto Gonzalez De Leon,Sonia Haydee Reyes Monterroso,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9229-46,01-316,GUATEMALA,GUATEMALA,colegio de computacion y sistemas electronicos,9a avenida 12-73,22510252,Carlos Humberto Gonzalez De Leon,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9251-46,01-312,GUATEMALA,GUATEMALA,liceo san francisco de borja,8a av 3-50,22533791,Amado Salomon Flores Perez,Ruth Cristina Arrazola Cuyun,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9258-46,01-403,GUATEMALA,GUATEMALA,centro tecnologico de computacion la merced sa,5ta calle 10-22,22325857,Carlos Humberto Gonzalez De Leon,Maria Romelia Carrera Alvizures,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9289-46,01-204,GUATEMALA,GUATEMALA,instituto tecnologico de investigacion avanzada,6a calle 2-39 zona 1,22382256,Alfredo Noheli Temaj Morales,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9291-46,01-402,GUATEMALA,GUATEMALA,instituto tecnologico de investigacion avanzada,6a calle 2-39 zona 1,22382256,Carlos Humberto Gonzalez De Leon,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9326-46,01-303,GUATEMALA,GUATEMALA,centro educativo liceo evangelico camino y verdad,9a calle 3-53,22329759,Claudia Patricia Ruiz Casasola De Estrada,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9359-46,01-403,GUATEMALA,GUATEMALA,centro profesional de estudios en computacion,2a calle 10-77,22384425,Carlos Humberto Gonzalez De Leon,Jose Francisco Hernandez Rodas,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9360-46,01-403,GUATEMALA,GUATEMALA,colegio mixto en computacion imanol,10a avenida 1-22,22201030,Carlos Humberto Gonzalez De Leon,Sonia Haydee Reyes Monterroso,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9381-46,01-403,GUATEMALA,GUATEMALA,instituto mixto miguel de cervantes,10a calle 1-47,24593860,Carlos Humberto Gonzalez De Leon,Aura Raquel De Leon Hernandez,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9384-46,01-319,GUATEMALA,GUATEMALA,colegio mixto en computacion imanol,10a avenida 1-22,22537837,Isaura Amparo Recinos Carrillo,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9387-46,01-403,GUATEMALA,GUATEMALA,liceo mixto ciencias secretariales,4a av 4-12,22380855,Carlos Humberto Gonzalez De Leon,Angela Veronica Salazar Marroquin,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9452-46,01-627,GUATEMALA,GUATEMALA,liceo de computacion css,11 calle 9-62,22517771,Isaura Amparo Recinos Carrillo,Norma Lucrecia Cordova Heredia,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9454-46,01-307,GUATEMALA,GUATEMALA,colegio de formacion profesional en computacion cfpc ,15av 2-63,22501016,Norma Aracely Palomo Franco De Diaz,Otto Edgar Salguero Palma,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9455-46,01-403,GUATEMALA,GUATEMALA,colegio de formacion profesional en computacion cfpc ,15av 2-63,22501016,Carlos Humberto Gonzalez De Leon,Otto Edgar Salguero Palma,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9464-46,01-403,GUATEMALA,GUATEMALA,instituto de estudios especializados en ciencias de la computacion,3a calle 3-59,22381161,Carlos Humberto Gonzalez De Leon,Delfino Heriberto Hernandez Castillo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9466-46,01-312,GUATEMALA,GUATEMALA,colegio anglo guatemalteco,6a calle 0-27,22921172,Amado Salomon Flores Perez,Fryda Maria Saucedo Villegas,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9468-46,01-403,GUATEMALA,GUATEMALA,colegio valverde,5a calle 5-14,22093200,Carlos Humberto Gonzalez De Leon,Leslie Rocksanda Chong Varela,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9469-46,01-307,GUATEMALA,GUATEMALA,liceo mixto becket,10a avenida 04-36,22302737,Norma Aracely Palomo Franco De Diaz,Manuel De Jesus Paredes Valdiviezo,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9470-46,01-317,GUATEMALA,GUATEMALA,liceo hispanoamericano,1era av 7-12,22381342,Mariano Domingo Estrada Teletor,Rosa Angelica Siguenza Corado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9471-46,01-403,GUATEMALA,GUATEMALA,liceo hispanoamericano,1era av 7-12 zona 1,22381342,Carlos Humberto Gonzalez De Leon,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9475-46,01-403,GUATEMALA,GUATEMALA,liceo hispanoamericano,1era av 7-12,22381342,Carlos Humberto Gonzalez De Leon,Rosa Angelica Siguenza Corado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9478-46,01-402,GUATEMALA,GUATEMALA,instituto de dibujo y publicidad,14 calle 10-15,,Carlos Humberto Gonzalez De Leon,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9513-46,01-310,GUATEMALA,GUATEMALA,escuela de estudios penitenciarios,7a calle 10-52,2220-1723,Alma Salguero De Salazar,,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9561-46,01-307,GUATEMALA,GUATEMALA,colegio mixto en computacion imanol,10a avenida 1-22,22201030,Norma Aracely Palomo Franco De Diaz,Sonia Haydee Reyes Monterroso,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9563-46,01-403,GUATEMALA,GUATEMALA,liceo juan mantovani,12 calle 2-45,22519398,Carlos Humberto Gonzalez De Leon,Ingrid Lissette Martinez Maldonado,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-01-9594-46,01-307,GUATEMALA,GUATEMALA,liceo tecnologico maya de guatemala iii,9a calle 3-72,22322025,Norma Aracely Palomo Franco De Diaz,Edgar Aroldo Elias Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-01-9595-46,01-307,GUATEMALA,GUATEMALA,liceo tecnologico maya de guatemala iii,9a calle 3-72,22322025,Norma Aracely Palomo Franco De Diaz,Edgar Aroldo Elias Garcia,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE
